epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,166.099,1.17043,0.92359,1.20488,0.77156,0.63746,0.74435,0.47534,1.26876,1.16458,1.24886,0.0008516,0.0008516,0.0008516
31,171.411,1.13041,0.90352,1.18546,0.83225,0.64507,0.76982,0.4804,1.27985,1.0607,1.26363,0.000812,0.000812,0.000812
32,176.724,1.12419,0.90961,1.18059,0.85811,0.64737,0.76052,0.48682,1.25354,1.07413,1.22957,0.0007724,0.0007724,0.0007724
33,182.042,1.10139,0.87319,1.16385,0.84642,0.62101,0.76108,0.48914,1.23319,1.05905,1.2067,0.0007328,0.0007328,0.0007328
34,187.483,1.10226,0.85499,1.16927,0.80497,0.66761,0.77097,0.5061,1.21912,1.02107,1.20454,0.0006932,0.0006932,0.0006932
35,192.806,1.0786,0.83626,1.15411,0.77372,0.68451,0.7544,0.48165,1.28871,1.09399,1.25302,0.0006536,0.0006536,0.0006536
36,198.151,1.06423,0.81483,1.13605,0.76423,0.68451,0.75669,0.49225,1.23228,1.05676,1.21631,0.000614,0.000614,0.000614
37,203.573,1.07539,0.79884,1.14988,0.85025,0.66761,0.79548,0.51402,1.23861,1.00553,1.2158,0.0005744,0.0005744,0.0005744
38,208.972,1.05298,0.8135,1.13883,0.8581,0.68135,0.79684,0.52831,1.1939,1.02006,1.20204,0.0005348,0.0005348,0.0005348
39,214.341,1.03776,0.79328,1.12646,0.82009,0.69336,0.80243,0.50598,1.23579,0.99364,1.22467,0.0004952,0.0004952,0.0004952
40,219.701,1.03662,0.76794,1.11749,0.81518,0.70819,0.80269,0.51469,1.21661,0.95245,1.20966,0.0004556,0.0004556,0.0004556
41,245.161,0.97354,0.76364,1.0718,0.826,0.6338,0.75179,0.48396,1.27532,1.08841,1.24374,0.000416,0.000416,0.000416
42,250.514,0.96148,0.71118,1.07448,0.79335,0.70295,0.77954,0.50789,1.2146,1.02344,1.20506,0.0003764,0.0003764,0.0003764
43,255.744,0.93901,0.68847,1.04483,0.75228,0.73568,0.78584,0.51211,1.22589,0.98256,1.22326,0.0003368,0.0003368,0.0003368
44,261.006,0.93847,0.66203,1.05563,0.80004,0.69577,0.78509,0.51517,1.21865,0.99577,1.21195,0.0002972,0.0002972,0.0002972
45,266.247,0.91146,0.6439,1.05139,0.84043,0.64789,0.78192,0.51637,1.20664,1.00136,1.20251,0.0002576,0.0002576,0.0002576
46,271.49,0.90143,0.62261,1.03839,0.82728,0.67887,0.78467,0.51505,1.23123,1.03811,1.22677,0.000218,0.000218,0.000218
47,276.74,0.90936,0.61606,1.03232,0.82913,0.68451,0.78678,0.50983,1.24793,1.00037,1.23303,0.0001784,0.0001784,0.0001784
48,282.022,0.88174,0.60532,1.03073,0.81972,0.67887,0.7837,0.51212,1.23556,0.98377,1.22748,0.0001388,0.0001388,0.0001388
49,287.273,0.86496,0.58677,1.01251,0.82885,0.68451,0.79291,0.51297,1.24142,0.94844,1.22156,9.92e-05,9.92e-05,9.92e-05
50,292.545,0.86686,0.59124,1.02473,0.80888,0.69148,0.79109,0.51506,1.22384,0.96507,1.20651,5.96e-05,5.96e-05,5.96e-05
