epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,5037.56,1.25978,1.04906,1.2466,0.72955,0.6507,0.74284,0.43263,1.34436,1.18652,1.30792,0.0010892,0.0010892,0.0010892
25,5231.84,1.25913,1.0529,1.26981,0.79148,0.61972,0.75387,0.46465,1.28744,1.12064,1.25884,0.0010496,0.0010496,0.0010496
26,5429.29,1.219,0.99789,1.24067,0.77423,0.67619,0.76485,0.47839,1.3141,1.08738,1.28594,0.00101,0.00101,0.00101
27,5626.03,1.20246,0.98414,1.23629,0.85145,0.6507,0.78366,0.50141,1.23681,1.0294,1.23281,0.0009704,0.0009704,0.0009704
28,5819.25,1.17332,0.95506,1.20246,0.72841,0.68732,0.73886,0.45659,1.33912,1.13437,1.29327,0.0009308,0.0009308,0.0009308
29,6015.11,1.16228,0.96699,1.22312,0.80071,0.63944,0.74642,0.47407,1.3205,1.16179,1.27963,0.0008912,0.0008912,0.0008912
30,6221.38,1.16976,0.95086,1.19079,0.80459,0.66761,0.75901,0.48053,1.2911,1.16354,1.25918,0.0008516,0.0008516,0.0008516
31,6434.28,1.17924,0.92251,1.20904,0.77057,0.62535,0.73534,0.4629,1.28061,1.15153,1.25546,0.000812,0.000812,0.000812
32,6647.51,1.18834,0.9282,1.21486,0.81123,0.61408,0.74385,0.4589,1.28511,1.1177,1.25214,0.0007724,0.0007724,0.0007724
33,6854.8,1.13202,0.90887,1.18555,0.75545,0.68746,0.75677,0.48102,1.26775,1.09938,1.23743,0.0007328,0.0007328,0.0007328
34,7057.15,1.11261,0.87723,1.17291,0.78725,0.69837,0.77861,0.50813,1.24411,1.04094,1.2193,0.0006932,0.0006932,0.0006932
35,7264.71,1.11466,0.8849,1.16252,0.86548,0.64507,0.78167,0.50289,1.25639,1.02809,1.23113,0.0006536,0.0006536,0.0006536
36,7479.83,1.09133,0.83859,1.15757,0.7903,0.65634,0.76736,0.48222,1.26267,1.06547,1.22889,0.000614,0.000614,0.000614
37,7699.77,1.07374,0.83337,1.14585,0.75468,0.71549,0.77834,0.50457,1.23107,1.03778,1.20958,0.0005744,0.0005744,0.0005744
38,7907.52,1.09929,0.84577,1.14952,0.78674,0.65469,0.75572,0.49792,1.24174,1.07596,1.2079,0.0005348,0.0005348,0.0005348
39,8107.33,1.08444,0.84828,1.17625,0.83585,0.6507,0.77414,0.49706,1.24117,1.0434,1.21513,0.0004952,0.0004952,0.0004952
40,8307.99,1.06157,0.81759,1.15492,0.79002,0.66769,0.76903,0.49392,1.22291,1.02785,1.20792,0.0004556,0.0004556,0.0004556
41,8516.07,1.01782,0.82375,1.11999,0.76128,0.68169,0.76159,0.49708,1.23903,1.12616,1.22474,0.000416,0.000416,0.000416
42,8710.83,0.95991,0.74443,1.08653,0.85717,0.67621,0.7914,0.5089,1.23677,0.99757,1.22826,0.0003764,0.0003764,0.0003764
43,8906.48,0.96693,0.70307,1.07679,0.79045,0.68169,0.76783,0.49496,1.21714,1.05555,1.20645,0.0003368,0.0003368,0.0003368
44,9104.51,0.94138,0.68776,1.06787,0.7863,0.67371,0.77282,0.50234,1.22391,1.02979,1.22706,0.0002972,0.0002972,0.0002972
45,9314.24,0.93597,0.67707,1.06171,0.8644,0.63099,0.78143,0.50975,1.22783,1.03279,1.21927,0.0002576,0.0002576,0.0002576
46,9520.34,0.9224,0.66983,1.05343,0.88407,0.64789,0.78738,0.51373,1.20704,1.00657,1.20845,0.000218,0.000218,0.000218
47,9719.43,0.9129,0.64499,1.04688,0.88073,0.64225,0.7914,0.51821,1.21162,0.99371,1.21368,0.0001784,0.0001784,0.0001784
48,9921.12,0.9012,0.6411,1.05143,0.87512,0.6317,0.78589,0.52112,1.22998,1.02393,1.23695,0.0001388,0.0001388,0.0001388
49,10111.6,0.90407,0.62351,1.0458,0.83942,0.64792,0.78145,0.51673,1.22238,1.01967,1.23342,9.92e-05,9.92e-05,9.92e-05
50,10303.4,0.87731,0.61353,1.03946,0.80869,0.67887,0.78278,0.51941,1.21407,1.00906,1.21419,5.96e-05,5.96e-05,5.96e-05
